id,utrip_id,city_id,hotel_country
19305,5103855_1,3763,Glubbdubdrib
19306,5105571_1,47499,Kangan
19307,5126297_1,47499,Kangan
19308,5131415_2,36435,"Braganza, Dominion of"
19309,5157444_1,56041,Bozatta
19310,5170177_1,56485,Axphain
19311,5173832_3,41654,Pullamawang
19312,5186433_1,19191,Axphain
19313,5192321_1,36063,Gondal
19314,5218041_1,11364,Gondal
19315,5286241_2,47486,Holy Britannian Empire
19316,5335413_2,18417,Glubbdubdrib
19317,5339455_1,59208,Glubbdubdrib
19318,5361950_1,4790,San Sombrèro
19319,53641_2,47499,Kangan
19320,537418_1,9526,Kangan
19321,5384226_1,63151,Borginia
19322,5392626_2,63151,Borginia
19323,543728_4,1924,Drusselstein
19324,5459544_2,11339,Holy Britannian Empire
19325,5479214_3,28630,Gondal
19326,5492538_1,24036,Alvonia
19327,5496240_1,17013,Borginia
19328,5511486_1,23714,Glubbdubdrib
19329,5518642_1,10072,Gondal
19330,5520292_1,36063,Gondal
19331,5522800_1,53619,Axphain
19332,5528290_2,23921,Cobra Island
19333,5555442_2,21267,Gondal
19334,5571450_1,58036,Glubbdubdrib
19335,557782_2,22230,San Sombrèro
19336,5585050_2,6526,Aldovia
19337,5615183_2,6090,Axphain
19338,5651940_1,62195,Gondal
19339,5653668_1,4302,Carjackistan
19340,5656650_3,30520,Glubbdubdrib
19341,5667782_2,11919,Cobra Island
19342,5697451_1,55073,Sylvania
19343,5730383_1,17775,Novistrana
19344,5753376_1,38677,Cobra Island
19345,5777208_1,22684,Axphain
19346,5808982_1,7530,Glubbdubdrib
19347,5809951_1,28712,Fook Island
19348,5810532_2,41971,Urkesh
19349,5821201_1,64824,Santa Prisca
19350,5839004_2,20861,Bozatta
19351,5857175_2,45065,Isle of Fogg
19352,5868642_1,65446,Carjackistan
19353,5887057_3,32821,Cobra Island
19354,5893807_1,46884,Palombia
19355,5903235_1,22065,Leutonia
19356,5908272_2,52815,Aldovia
19357,591553_1,24218,Kangan
19358,5935535_1,1046,Glubbdubdrib
19359,5937265_1,11233,Cobra Island
19360,5950308_1,47486,Holy Britannian Empire
19361,5970601_1,13570,Elbonia
19362,5972175_1,41524,Leutonia
19363,5983719_1,45597,Gondal
19364,599178_1,29246,Novistrana
19365,6033182_3,30240,Gondal
19366,6038386_3,55763,Bozatta
19367,6064417_1,54296,Cobra Island
19368,6065284_1,4790,San Sombrèro
19369,6080975_1,65269,Holy Britannian Empire
19370,6081096_2,11481,Gondal
19371,6082377_1,25676,Glubbdubdrib
19372,6087857_1,16924,Syldavia
19373,6151780_1,53434,Lilliput
19374,6167192_1,13993,Turgistan
19375,6187136_3,3499,Isla Island
19376,6190142_2,67429,Bozatta
19377,6193535_1,9485,Osterlich
19378,622670_1,58964,Buranda
19379,6228522_1,26436,Nova Africa
19380,6237576_1,11306,Kamistan
19381,6247354_2,55128,Fook Island
19382,635340_1,3026,Gondal
19383,637004_1,51291,Glubbdubdrib
19384,66896_1,64876,Fook Island
19385,69100_1,26436,Nova Africa
19386,700540_1,43306,Carpathia
19387,704782_1,21033,Fook Island
19388,716867_1,57920,Glubbdubdrib
19389,736725_1,9526,Kangan
19390,78412_1,65635,Borginia
19391,801390_1,6532,Cobra Island
19392,802714_1,53666,Gondal
19393,83031_1,41707,Nevoruss
19394,858510_1,6513,Nevoruss
19395,883211_1,47499,Kangan
19396,904906_1,47499,Kangan
19397,922802_1,24507,The Devilfire Empire
19398,977873_2,47499,Kangan
19399,1012926_1,13471,Urkesh
19400,1099212_2,55763,Bozatta
19401,1139185_3,46215,Leutonia
19402,1169981_1,37874,Holy Britannian Empire
19403,1172316_1,34123,Cobra Island
19404,1197396_1,62868,Bozatta
19405,1203043_1,47527,Holy Britannian Empire
19406,1204725_1,62611,Idris
19407,1217783_1,46026,Nova Africa
19408,1238765_9,58422,Gondal
19409,1247192_1,35160,Osterlich
19410,1267623_2,20901,Bozatta
19411,1278508_1,3763,Glubbdubdrib
19412,1279636_1,53363,Elbonia
19413,1281992_1,45188,Sylvania
19414,1290125_1,66414,Isla Island
19415,1328848_1,58178,Gondal
19416,1353171_1,4932,Borginia
19417,1359223_2,2454,Gondal
19418,1386044_1,55529,Kangan
19419,1389375_1,9186,Tcherkistan
19420,1393188_2,40794,Cobra Island
19421,1404667_1,10092,Cobra Island
19422,1423754_1,62541,Fook Island
19423,1445273_2,18561,Fook Island
19424,1450545_1,42159,Glubbdubdrib
19425,145352_1,31444,Glubbdubdrib
19426,1455604_2,36578,Holy Britannian Empire
19427,1537900_2,53373,Gondal
19428,154344_1,60403,Cobra Island
19429,1556090_2,51612,"Novoselic, The Kingdom of"
19430,1600459_1,55763,Bozatta
19431,1603684_4,56893,Kamistan
19432,1633183_1,57988,Dawsbergen
19433,163618_1,20645,Fook Island
19434,1644066_2,25701,Gondal
19435,1653216_2,6582,Sokovia
19436,1661974_1,60143,Patusan
19437,1685231_1,8766,Patusan
19438,1685954_1,44320,Gondal
19439,171292_2,16047,Cobra Island
19440,1715779_1,28051,Aldovia
19441,1739013_6,62273,Patusan
19442,1755238_1,2454,Gondal
19443,1755350_1,9001,Sylvania
19444,1783136_2,11068,Gondal
19445,1804088_2,55763,Bozatta
19446,1824215_1,3763,Glubbdubdrib
19447,1831477_7,27346,Bartovia
19448,1836125_1,64876,Fook Island
19449,1865858_3,51600,Novistrana
19450,1866858_1,49818,Kamistan
19451,1877327_1,57168,Cobra Island
19452,188622_1,66648,Glubbdubdrib
19453,1889103_3,21730,Cobra Island
19454,1891937_3,62890,Kangan
19455,1892917_1,35773,Fook Island
19456,1895758_3,37947,Glubbdubdrib
19457,190842_2,31870,Fook Island
19458,1967994_1,29319,Cobra Island
19459,1983823_1,33667,Pokrovia
19460,1997950_1,29690,Bartovia
19461,2000846_1,65125,Nevoruss
19462,201691_1,26235,Alvonia
19463,2038262_2,61733,"Merania, Kingdom of"
19464,2041394_1,25742,Fook Island
19465,2063419_1,28338,Fook Island
19466,2070453_1,29943,Axphain
19467,2119980_1,23609,Gondal
19468,2147030_1,2122,Gondal
19469,2154293_2,29319,Cobra Island
19470,2165849_1,45544,Gondal
19471,2168613_6,30240,Gondal
19472,218917_1,42370,Gondal
19473,2198955_1,37689,Gondal
19474,2210362_3,23921,Cobra Island
19475,2232872_1,63132,Gondal
19476,2233234_1,65202,Rolisica
19477,2259518_1,49668,Rolisica
19478,2269383_1,61320,Bozatta
19479,2299544_1,60213,Rolisica
19480,2315836_1,18032,Kumbolaland
19481,2316113_1,20377,Elbonia
19482,2334330_1,19448,Nova Africa
19483,2339392_2,17013,Borginia
19484,2340376_2,66815,Cobra Island
19485,2365173_1,25676,Glubbdubdrib
19486,2382433_2,49391,Gondal
19487,2425346_1,35748,Alvonia
19488,2425692_1,51291,Glubbdubdrib
19489,2443104_1,47499,Kangan
19490,2446705_1,67025,Borginia
19491,2479559_2,44503,Elbonia
19492,250671_1,45682,Patusan
19493,2508150_4,36063,Gondal
19494,2548909_1,19149,Bandaria
19495,2572710_1,44869,Elbonia
19496,2691901_1,47389,Glubbdubdrib
19497,2706696_4,17013,Borginia
19498,2718291_2,62185,Axphain
19499,273088_1,23921,Cobra Island
19500,276486_1,15733,Atlantis
19501,2775234_1,27404,Cobra Island
19502,2780775_2,45188,Sylvania
19503,2791491_2,47389,Glubbdubdrib
19504,2794515_1,20232,Glubbdubdrib
19505,2796297_1,32392,The Devilfire Empire
19506,2807641_1,52815,Aldovia
19507,2846342_1,950,Pullamawang
19508,2873512_1,42092,Cobra Island
19509,2875690_2,4202,Kangan
19510,2878586_1,5067,São Rico
19511,2883771_2,26235,Alvonia
19512,2888577_1,12594,Fook Island
19513,2892880_1,63867,Gondal
19514,2920346_4,58741,Bartovia
19515,2935956_5,53954,Gondal
19516,2939703_1,63812,Alvonia
19517,296259_1,35085,Cobra Island
19518,2971823_1,29770,Elbonia
19519,2990434_2,52815,Aldovia
19520,2996828_1,52815,Aldovia
19521,3011321_2,47499,Kangan
19522,3054800_2,27917,Gondal
19523,3070299_2,32748,Fook Island
19524,3099922_4,38772,Borginia
19525,3125264_1,21929,Dawsbergen
19526,3142925_1,58741,Bartovia
19527,3145826_1,38265,Bozatta
19528,3160623_2,58999,Glubbdubdrib
19529,3170934_1,47759,Osterlich
19530,3179862_3,50820,Elbonia
19531,319193_1,62611,Idris
19532,3198359_1,42482,Fook Island
19533,3249211_1,66648,Glubbdubdrib
19534,3264543_1,8344,Cobra Island
19535,3267002_1,55763,Bozatta
19536,3297440_1,21730,Cobra Island
19537,3308981_1,47378,Fook Island
19538,3334830_2,21555,Alvonia
19539,333917_4,53699,Gondal
19540,3348234_1,36518,Axphain
19541,3370985_1,53473,Nerdocrumbesia
19542,3394182_1,63151,Borginia
19543,3439148_6,45775,Fook Island
19544,3444613_1,64269,Carpathia
19545,3476954_2,28253,Cobra Island
19546,347782_1,51259,Oceania
19547,3489406_1,5076,Carpathia
19548,3502792_1,41620,Carjackistan
19549,3523549_2,23921,Cobra Island
19550,3544515_1,66648,Glubbdubdrib
19551,3558712_1,21929,Dawsbergen
19552,3605852_1,8335,Cobra Island
19553,3613566_1,19386,The Devilfire Empire
19554,3634981_1,63151,Borginia
19555,3636353_2,4202,Kangan
19556,3652193_1,23393,Kangan
19557,3666084_1,17438,Rolisica
19558,372104_1,65690,Kamistan
19559,3791802_2,1940,Rolisica
19560,3810735_1,64534,Sylvania
19561,3822556_1,34933,Gondal
19562,38851_1,53884,Fook Island
19563,3923139_1,52818,Elbonia
19564,3929961_1,7480,Elbonia
19565,3937653_3,22965,Dawsbergen
19566,3944776_1,21578,Aldovia
19567,3949658_1,63977,Cobra Island
19568,3958521_1,10060,Novistrana
19569,3967986_2,40526,Gondal
19570,3976125_1,41414,Kangan
19571,3979616_1,29319,Cobra Island
19572,3987473_1,55579,Atlantis
19573,4004708_1,12708,Sokovia
19574,4016951_3,32632,Yerba
19575,4022062_1,2078,Kasnia
19576,4049336_1,16396,The Devilfire Empire
19577,4052898_3,9845,Gondal
19578,4069010_1,9698,Bozatta
19579,4094286_1,63418,Carjackistan
19580,4112851_1,55763,Bozatta
19581,4120986_1,60556,Gondal
19582,4138341_1,58178,Gondal
19583,4182692_2,14519,Gondal
19584,4201336_1,4574,Borginia
19585,4221753_1,48620,Leutonia
19586,4229633_2,17775,Novistrana
19587,4233424_1,60237,Kangan
19588,4270512_1,17013,Borginia
19589,4270974_1,2416,Drusselstein
19590,4284413_1,52818,Elbonia
19591,428606_1,25286,Laurania
19592,4294860_2,44320,Gondal
19593,4330682_1,38772,Borginia
19594,4333819_1,56748,Glubbdubdrib
19595,437859_1,64166,Gondal
19596,4413539_1,47499,Kangan
19597,445571_1,10485,Kangan
19598,4467384_1,9446,Coalition States
19599,4474412_1,17127,Fook Island
19600,4498100_2,30139,Cobra Island
19601,4519108_1,59134,Borginia
19602,452537_1,8657,Fook Island
19603,4530929_1,37689,Gondal
19604,4590748_2,36063,Gondal
19605,4610219_1,35411,Carpathia
19606,4613158_1,18036,Nevoruss
19607,4639359_1,64876,Fook Island
19608,4639610_1,11722,Bartovia
19609,4650860_1,52815,Aldovia
19610,4653451_1,36619,Glubbdubdrib
19611,4658471_1,31321,Fook Island
19612,4659571_1,12308,Santa Prisca
19613,4730865_1,17127,Fook Island
19614,4756033_1,47499,Kangan
19615,4763354_1,20392,Gondal
19616,4792168_2,55763,Bozatta
19617,4806040_2,1381,Glubbdubdrib
19618,4830840_1,10793,Glubbdubdrib
19619,4846933_1,29770,Elbonia
19620,4869129_1,4202,Kangan
19621,4900371_1,2416,Drusselstein
19622,4966282_2,26235,Alvonia
19623,4969857_3,51259,Oceania
19624,4976700_3,18771,Gondal
19625,4978717_1,24764,Dawsbergen
19626,5002380_3,29986,Gondal
19627,50052_1,11339,Holy Britannian Empire
19628,5017374_6,39553,Yerba
19629,5017979_2,50391,Grenyarnia
19630,503320_1,58741,Bartovia
19631,5050654_1,36063,Gondal
19632,5051210_1,44224,Alvonia
19633,5055115_1,26345,Kangan
19634,5084185_2,2296,Cobra Island
19635,50841_1,834,Bozatta
19636,5118240_1,66125,Cobra Island
19637,5135529_1,46675,Kumbolaland
19638,5139653_1,30688,San Sombrèro
19639,5159747_3,2416,Drusselstein
19640,5166342_1,31102,Bahari
19641,517026_1,10485,Kangan
19642,5172541_1,51135,Santa Prisca
19643,5194542_1,51302,Fook Island
19644,5198831_1,36063,Gondal
19645,5201833_1,1964,Gondal
19646,5208892_1,63199,Alvonia
19647,5217833_1,5781,Santa Prisca
19648,522746_1,42356,Idris
19649,5249262_3,38677,Cobra Island
19650,52559_1,37874,Holy Britannian Empire
19651,5285148_1,44320,Gondal
19652,5303700_1,27750,Gondal
19653,5305059_3,21929,Dawsbergen
19654,5307562_2,7192,Gondal
19655,5314746_1,53061,Eurasia
19656,5321403_1,55266,Cobra Island
19657,5338378_1,25025,Norland
19658,5355698_1,52815,Aldovia
19659,5368896_1,63712,Elbonia
19660,5402387_3,14549,Kangan
19661,5443508_19,33007,Gondal
19662,5444918_1,5767,Nevoruss
19663,5471048_3,3505,Glubbdubdrib
19664,5508603_1,51259,Oceania
19665,55943_1,4732,Glubbdubdrib
19666,559825_1,14765,Yerba
19667,5610451_1,13708,Gondal
19668,5616053_3,47499,Kangan
19669,5636948_1,36063,Gondal
19670,565569_1,65856,Holy Britannian Empire
19671,5679432_2,14153,Cobra Island
19672,5702594_1,55763,Bozatta
19673,5720569_1,28911,Elbonia
19674,573334_1,57658,Leutonia
19675,5741912_2,9526,Kangan
19676,5754606_1,36063,Gondal
19677,5792496_1,26436,Nova Africa
19678,5794338_1,34985,Yudonia
19679,5819402_5,16521,Carjackistan
19680,5821117_1,4202,Kangan
19681,587327_1,63255,Rolisica
19682,588191_1,17013,Borginia
19683,58860_1,64090,Cobra Island
19684,591061_1,55128,Fook Island
19685,5925383_2,47040,Fook Island
19686,5930678_1,35277,Santa Prisca
19687,5933595_2,5612,Glubbdubdrib
19688,5936975_1,57236,Borginia
19689,5938732_1,29319,Cobra Island
19690,5976475_15,6840,Bozatta
19691,5977288_1,2122,Gondal
19692,5986954_2,33022,Aldovia
19693,5987564_1,2416,Drusselstein
19694,6001412_1,32565,Leutonia
19695,6020031_1,55690,Buranda
19696,6048868_1,30695,Fook Island
19697,6077172_4,29690,Bartovia
19698,6077734_1,21226,Alvonia
19699,6079005_2,47218,Kangan
19700,6083002_2,43151,The Devilfire Empire
19701,6086478_1,37874,Holy Britannian Empire
19702,6104507_1,39807,Fook Island
19703,6110810_1,47499,Kangan
19704,6111235_1,17775,Novistrana
19705,6129877_1,12308,Santa Prisca
19706,6143964_1,17001,Gondal
19707,6144735_5,29770,Elbonia
19708,6160017_2,40521,Fook Island
19709,6200086_1,29251,Leutonia
19710,638703_1,29738,Glubbdubdrib
19711,666257_1,47499,Kangan
19712,668404_2,19335,Leutonia
19713,672991_3,23243,São Rico
19714,677997_2,25025,Norland
19715,696570_1,55529,Kangan
19716,708865_1,58819,Fook Island
19717,71167_1,19335,Leutonia
19718,712039_4,1321,Gondal
19719,759088_1,26189,Drusselstein
19720,761562_1,5969,Dawsbergen
19721,768218_2,25882,Cobra Island
19722,770878_1,51291,Glubbdubdrib
19723,833548_2,2416,Drusselstein
19724,835163_11,29085,Gondal
19725,852240_1,60328,Holy Britannian Empire
19726,853960_1,26345,Kangan
19727,876645_2,48483,Cobra Island
19728,883420_1,52815,Aldovia
19729,889366_1,7675,Bozatta
19730,892804_2,52815,Aldovia
19731,89305_1,22297,Rolisica
19732,90017_1,16047,Cobra Island
19733,902855_1,47499,Kangan
19734,903185_1,60222,Borginia
19735,920569_1,36063,Gondal
19736,921756_1,62870,Gondal
19737,922975_2,48905,Aldovia
19738,925742_1,36374,Kumbolaland
19739,945279_2,23921,Cobra Island
19740,959630_1,17013,Borginia
19741,967644_2,48483,Cobra Island
19742,969395_1,2416,Drusselstein
19743,995846_1,11514,Axphain
19744,101078_1,52815,Aldovia
19745,1013694_15,37972,Elbonia
19746,1014802_1,61487,Santa Prisca
19747,101906_1,28273,Holy Britannian Empire
19748,1047824_1,23243,São Rico
19749,1082954_5,11766,Idris
19750,1092548_1,55128,Fook Island
19751,1101831_1,63199,Alvonia
19752,1104397_1,14984,Gondal
19753,1107023_1,67476,Glubbdubdrib
19754,1116757_1,18460,Pullamawang
19755,1140187_2,49880,Gondal
19756,1149774_1,57295,Bozatta
19757,1150130_1,5509,Cobra Island
19758,1172414_1,60866,Elbonia
19759,1174978_2,25175,Bozatta
19760,1178525_1,60048,Cobra Island
19761,1183471_16,18771,Gondal
19762,1214706_1,15284,Tcherkistan
19763,1225290_1,26436,Nova Africa
19764,1249938_4,42356,Idris
19765,1264438_2,62934,Cobra Island
19766,1265298_1,60040,Axphain
19767,1270663_1,24791,Gondal
19768,1279763_1,5397,Dawsbergen
19769,128396_5,10485,Kangan
19770,1297915_1,39610,Cobra Island
19771,1308736_1,23921,Cobra Island
19772,1313280_14,17127,Fook Island
19773,1315618_1,4790,San Sombrèro
19774,1321966_1,23243,São Rico
19775,1334554_1,48488,Kumbolaland
19776,1346898_1,19444,Carpathia
19777,1369647_1,60328,Holy Britannian Empire
19778,1385290_1,19226,Cobra Island
19779,139104_1,62185,Axphain
19780,1475583_1,22584,The Devilfire Empire
19781,1476916_2,55763,Bozatta
19782,1483408_1,44326,Fook Island
19783,1490014_1,29770,Elbonia
19784,149583_1,59262,Novistrana
19785,1496631_1,49063,Kangan
19786,1497502_1,3763,Glubbdubdrib
19787,1565556_2,45966,Fook Island
19788,1588878_1,63867,Gondal
19789,163151_2,26235,Alvonia
19790,1632795_1,21480,Alvonia
19791,1650224_1,20345,Fook Island
19792,1653186_1,19771,Patusan
19793,1661963_1,14844,Fook Island
19794,1662136_1,47486,Holy Britannian Empire
19795,1680551_3,28154,Atlantis
19796,1683062_1,15116,Fook Island
19797,1723037_1,2078,Kasnia
19798,1747215_3,30765,Tcherkistan
19799,1749363_1,38912,Borginia
19800,1793313_1,12308,Santa Prisca
19801,1801688_1,29319,Cobra Island
19802,1810400_2,61809,Gondal
19803,184802_1,44109,Holy Britannian Empire
19804,186268_5,4202,Kangan
19805,1865922_1,12308,Santa Prisca
19806,1878488_1,36507,Urkesh
19807,1931642_11,57472,Gondal
19808,1934605_8,61658,The Devilfire Empire
19809,1943249_1,36818,Gondal
19810,1950747_1,48483,Cobra Island
19811,196106_1,60274,Slaka
19812,1979546_1,56050,Elbonia
19813,1997553_1,36063,Gondal
19814,2003899_1,5781,Santa Prisca
19815,2016745_1,51291,Glubbdubdrib
19816,2017554_1,38793,Sylvania
19817,2034622_1,15284,Tcherkistan
19818,2051553_1,62541,Fook Island
19819,2054440_1,47499,Kangan
19820,2078429_1,51290,Axphain
19821,208352_1,55763,Bozatta
19822,2095722_1,62185,Axphain
19823,2129834_1,6582,Sokovia
19824,2146_1,3636,Gondal
19825,2174254_1,382,Fook Island
19826,2174522_1,38677,Cobra Island
19827,221640_1,49845,Yerba
19828,2224303_1,38600,Mypos
19829,2225748_1,29770,Elbonia
19830,2234100_1,47499,Kangan
19831,2234401_1,48237,Cobra Island
19832,2237470_1,55,Cobra Island
19833,2257211_1,8462,Rolisica
19834,2260309_3,23440,Grinlandia
19835,2276554_1,47218,Kangan
19836,229159_2,44103,Santa Prisca
19837,2299616_1,7709,Pullamawang
19838,2300791_1,27400,Fook Island
19839,231517_1,48253,Cobra Island
19840,2315708_1,57266,Alvonia
19841,2337640_2,57178,Elbonia
19842,2353989_2,29319,Cobra Island
19843,2370817_7,23243,São Rico
19844,2399510_3,6539,Elbonia
19845,2402420_1,55044,Pullamawang
19846,2409336_1,6583,Gondal
19847,2427520_2,26235,Alvonia
19848,2447142_2,47527,Holy Britannian Empire
19849,2470262_1,60636,Cobra Island
19850,2478855_1,1528,Sokovia
19851,2505177_3,36063,Gondal
19852,2514633_11,50024,Elbonia
19853,2539289_1,47486,Holy Britannian Empire
19854,2553151_2,3124,Cobra Island
19855,2570218_2,19910,Carpathia
19856,2589520_1,1230,Cobra Island
19857,2635622_1,49818,Kamistan
19858,2639762_1,24783,Yerba
19859,2642700_2,31531,"Merania, Kingdom of"
19860,2649114_1,51790,Cobra Island
19861,2656784_1,23542,Gondal
19862,2663514_1,2416,Drusselstein
19863,2663730_1,37100,Elbonia
19864,2665035_1,42293,Cobra Island
19865,2677941_1,19448,Nova Africa
19866,2681985_1,33049,Glubbdubdrib
19867,2688390_2,23739,Leutonia
19868,2703050_1,5565,Idris
19869,2706097_3,55128,Fook Island
19870,2729752_1,34123,Cobra Island
19871,2775042_2,3082,Holy Britannian Empire
19872,2779231_6,53944,Elbonia
19873,2784234_1,58369,Kasnia
19874,2788309_1,23714,Glubbdubdrib
19875,2794657_1,34342,Sokovia
19876,2821253_1,65202,Rolisica
19877,2831385_1,19522,Cobra Island
19878,2837969_1,41654,Pullamawang
19879,2842093_1,38334,Turgistan
19880,2856050_1,52815,Aldovia
19881,2887763_2,18820,Cobra Island
19882,2888842_1,66591,Glubbdubdrib
19883,2901744_1,27695,Kazahrus
19884,2930593_2,43421,Cobra Island
19885,2935956_1,14104,Gondal
19886,2936563_1,26497,Glubbdubdrib
19887,2942650_4,39406,Gondal
19888,2960237_2,42356,Idris
19889,2967890_1,39912,San Sombrèro
19890,300198_1,46182,Elbonia
19891,3008254_1,48465,Axphain
19892,3021844_1,24812,Kasnia
19893,3082742_1,29319,Cobra Island
19894,3096545_1,3763,Glubbdubdrib
19895,3105394_1,53293,Gondal
19896,311695_1,23921,Cobra Island
19897,313762_2,51128,Bartovia
19898,3146416_1,51517,Sarkhan
19899,3179947_1,65203,Elbonia
19900,3190115_1,14197,Fook Island
19901,3195153_1,15140,Fook Island
19902,3208673_1,55763,Bozatta
19903,3221414_2,47499,Kangan
19904,3235611_2,46675,Kumbolaland
19905,3254605_2,36063,Gondal
19906,3255473_1,41654,Pullamawang
19907,3258178_1,36063,Gondal
19908,3270832_1,22065,Leutonia
19909,3274345_1,26436,Nova Africa
19910,3300509_1,36063,Gondal
19911,3316066_1,52571,Bozatta
19912,3338187_1,24507,The Devilfire Empire
19913,3344023_1,53363,Elbonia
19914,334941_1,51291,Glubbdubdrib
19915,336203_1,8646,Atlantis
19916,3379416_1,61320,Bozatta
19917,3395401_2,15990,Holy Britannian Empire
19918,3397846_3,29770,Elbonia
19919,3402985_1,29254,Gondal
19920,3404156_2,36063,Gondal
19921,3408261_1,2416,Drusselstein
19922,3418464_1,60403,Cobra Island
19923,3469369_1,20822,Gondal
19924,3471684_1,76,Fook Island
19925,350449_2,38290,Gondal
19926,3520190_3,25834,Fook Island
19927,3521241_1,57820,Russian Democratic Union
19928,3552060_1,11783,Kangan
19929,3555059_1,29319,Cobra Island
19930,3573530_1,25025,Norland
19931,3583031_1,55284,Rolisica
19932,3625268_1,51291,Glubbdubdrib
19933,3634863_1,15377,Carpathia
19934,3637328_1,18749,Gondal
19935,3664358_1,12926,Elbonia
19936,3707367_1,34145,Fook Island
19937,3732841_1,23995,Fook Island
19938,37425_1,3763,Glubbdubdrib
19939,3757544_1,37874,Holy Britannian Empire
19940,3780825_1,36063,Gondal
19941,3806360_1,26436,Nova Africa
19942,3808167_2,1910,Patusan
19943,381117_1,22830,Genosha
19944,3816433_1,12304,Elbonia
19945,38201_1,23093,Holy Britannian Empire
19946,3820557_1,29770,Elbonia
19947,3836230_6,47193,Drusselstein
19948,3838547_4,19316,Bangalla
19949,3849808_1,22016,Kangan
19950,3876840_1,31855,Aslerfan
19951,3882782_1,14094,Fook Island
19952,3883887_1,51765,Nevoruss
19953,3898651_1,62541,Fook Island
19954,3904161_1,36691,Idris
19955,3918969_1,23708,Cobra Island
19956,3922462_8,11688,Fook Island
19957,3922711_1,15114,Alvonia
19958,3927111_1,51517,Sarkhan
19959,3927560_1,16191,Cobra Island
19960,3929524_2,2416,Drusselstein
19961,395299_1,62344,Cobra Island
19962,3994628_1,50457,Osterlich
19963,4001651_2,31973,Gondal
19964,4004581_1,699,Fook Island
19965,4009127_1,2416,Drusselstein
19966,4012195_1,26008,Gondal
19967,4038990_1,47486,Holy Britannian Empire
19968,4064981_1,17127,Fook Island
19969,4090019_2,26277,Bandaria
19970,4092877_1,64876,Fook Island
19971,4103057_1,51763,Bozatta
19972,4119151_5,382,Fook Island
19973,4120331_1,46221,Kangan
19974,4122499_3,26235,Alvonia
19975,4154651_1,3763,Glubbdubdrib
19976,4175449_3,15343,Borginia
19977,4177130_5,47813,Bartovia
19978,4192620_1,58964,Buranda
19979,4194687_1,45030,Alvonia
19980,4194736_2,29319,Cobra Island
19981,4199793_2,43306,Carpathia
19982,4208479_2,25025,Norland
19983,4264037_1,53020,Gondal
19984,4268610_1,61320,Bozatta
19985,4324888_2,45188,Sylvania
19986,4341358_1,8033,Gondal
19987,4341906_2,23921,Cobra Island
19988,4369280_1,54946,Costa Luna
19989,4380646_3,55867,Bozatta
19990,4390276_1,5568,Bozatta
19991,4412663_2,55763,Bozatta
19992,4420739_1,45181,Kangan
19993,4438453_2,35713,Elbonia
19994,444178_1,52848,Axphain
19995,4447067_1,32430,Gondal
19996,4458486_3,26235,Alvonia
19997,4460724_1,1909,Glubbdubdrib
19998,4463381_1,58903,Axphain
19999,4486528_1,39200,Urkesh
20000,4494811_1,24650,Axphain
20001,4523953_2,29142,Aldovia
20002,4543975_10,50559,Elbonia
20003,4549616_1,20149,Glubbdubdrib
20004,4560076_2,49647,Dawsbergen
20005,4576361_1,56775,Sokovia
20006,4586731_3,63151,Borginia
20007,4614626_1,16047,Cobra Island
20008,461842_1,47486,Holy Britannian Empire
20009,4622900_1,58015,Gondal
20010,4628556_1,7087,Carjackistan
20011,4658490_1,5803,Glubbdubdrib
20012,4660321_1,55044,Pullamawang
20013,4664692_1,7347,Patusan
20014,4664692_2,34919,Patusan
20015,4672101_2,26352,Elbonia
20016,4677620_1,6327,Bozatta
20017,4683373_4,50075,The Devilfire Empire
20018,4730430_4,67088,Elbonia
20019,4749602_3,44929,The Devilfire Empire
20020,4755457_1,55128,Fook Island
20021,4779508_1,28154,Atlantis
20022,4779755_3,28905,Fook Island
20023,48135_2,10883,Cobra Island
20024,4839534_4,62328,San Sombrèro
20025,4842544_1,29943,Axphain
20026,4869127_1,30520,Glubbdubdrib
20027,4884413_1,26235,Alvonia
20028,4905190_1,55763,Bozatta
20029,4905231_1,3462,Bozatta
20030,4909715_1,1910,Patusan
20031,4926653_1,44869,Elbonia
20032,4934092_1,30520,Glubbdubdrib
20033,4949369_2,24507,The Devilfire Empire
20034,4963837_1,44320,Gondal
20035,4972432_1,382,Fook Island
20036,4989015_34,44303,Gondal
20037,5005514_1,7036,Axphain
20038,5029124_2,45020,Rook Islands
20039,503336_1,24507,The Devilfire Empire
20040,5037630_1,19839,Gondal
20041,5046401_2,37329,Bahavia
20042,5055763_1,382,Fook Island
20043,5056732_1,9608,Fook Island
20044,5087336_1,7612,Fook Island
20045,5087817_1,382,Fook Island
20046,5109707_1,61320,Bozatta
20047,511832_1,18164,Santa Prisca
20048,5128706_4,57620,Borginia
20049,5147412_2,60222,Borginia
20050,5153058_1,9820,Gondal
20051,5205788_1,25025,Norland
20052,524639_1,42966,Borginia
20053,5257485_15,53363,Elbonia
20054,5260731_2,26235,Alvonia
20055,5261823_6,49668,Rolisica
20056,5294731_1,46221,Kangan
20057,5315173_2,26436,Nova Africa
20058,5319531_1,19254,Glubbdubdrib
20059,535417_1,26345,Kangan
20060,5372045_1,36063,Gondal
20061,5391158_1,25025,Norland
20062,5408500_1,20318,Gondal
20063,5412350_2,22326,Elbonia
20064,5416781_1,55717,Bartovia
20065,5436983_4,55128,Fook Island
20066,5447772_1,15462,Borginia
20067,5488295_2,21894,Gondal
